FLINT_000, 599,  -807.0115,  -942.0936,   104.6270, 314.7196,   0,   1, 32,  ;
FLINT_001, 405,  -589.3417, -1079.1354,    23.3770, 236.8903,  24,   1, 32,  ;
FLINT_002, 505,  -569.3895, -1048.4031,    24.0146, 237.8018,  14, 123, 32,  ;
FLINT_003, 403,  -349.3221, -1052.6651,    59.4551,  89.0787,  14, 123, 32,  ;
FLINT_004, 505,  -388.6629, -1150.0758,    69.5785, 357.9838,  14, 123, 32,  ;
FLINT_005, 403,   -76.0173, -1110.5596,     1.0456, 157.5384,  36,   2, 32,  ;
FLINT_006, 531,   -41.9499, -1153.2261,     1.0440,  63.5908,  36,   2, 32,  ;
FLINT_007, 403,   -39.6652, -1149.7799,     1.0408,  65.3597,  36,   2, 32,  ;
FLINT_008, 531,   -82.1817, -1137.4266,     1.0401, 340.8923,  36,   2, 32,  ;
FLINT_009, 531,   -85.4141, -1135.9937,     1.0412, 337.3026,  36,   2, 32,  ;
FLINT_010, 403,  -184.4848, -1307.1466,     5.7090, 103.7042,  36,   2, 32,  ;
FLINT_011, 531,  -367.7308, -1437.3648,    25.6921,  89.2236,  36,   2, 32,  ;
FLINT_012, 422,  -587.1984, -1499.8406,    10.1746,  36.7555,  97,  25, 32,  ;
FLINT_013, 422,  -657.5598, -1606.0065,    25.1821, 175.4013,  97,  25, 32,  ;
FLINT_014, 400,  -495.5439, -1834.0343,    17.7954, 184.7055, 101,   1, 32,  ;
FLINT_015, 473,  -512.5999, -1902.9431,     5.0015, 179.0171,  56,  53, 32,  ;
FLINT_016, 468,  -655.3087, -1998.3327,    26.7546, 211.5583,  46,  46, 32,  ;
FLINT_017, 466,  -841.4815, -2274.6650,    20.8199, 210.7536,  68,  76, 32,  ;
FLINT_018, 466,  -714.6011, -2547.3081,    50.9398, 128.7565,  68,  76, 32,  ;
FLINT_019, 473,  -485.8806, -2852.4318,    -0.1372, 248.4978,  56,  15, 32,  ;
FLINT_020, 473,  -196.7364, -2925.3259,     0.0006, 269.7705,  56,  15, 32,  ;
FLINT_021, 473,  -237.4600, -1794.3875,    -0.1057,   3.6693,  56,  15, 32,  ;
FLINT_022, 468,  -271.2445, -1790.1850,    10.9364, 163.2745,   3,   3, 32,  ;
FLINT_023, 400,  -379.1094, -2171.6398,    46.6781, 140.2350,  62,   1, 32,  ;
FLINT_024, 410, -1196.9538, -2364.4787,    18.5772, 236.2259,   9,   1, 32,  ;
FLINT_025, 532,  -759.8405, -2458.4460,    72.6365, 319.4753,   0,   0, 32,  ;
FLINT_026, 400,   -20.6879, -2498.1813,    36.7407, 122.2801,   4,   1, 32,  ;
FLINT_027, 400,   -17.0690, -2520.2580,    36.7477, 213.8455,   4,   1, 32,  ;
FLINT_028, 410,   -31.9095, -2493.5383,    36.3036, 194.0151,  10,   1, 32,  ;
FLINT_029, 599,   -11.5139, -2512.1457,    36.8428, 121.2561,   0,   1, 32,  ;
FLINT_030, 489,    20.0118, -2648.0332,    40.6164,  92.6500, 112, 120, 32,  ;
FLINT_031, 489,  -186.1632, -2516.2021,    31.3677, 342.0026, 112, 120, 32,  ;
FLINT_032, 466,  -384.6081, -2474.8984,   102.4779, 268.9366,  25,  76, 32,  ;
FLINT_033, 466,  -485.5411, -2688.4248,   152.3251, 102.3787,  25,  76, 32,  ;
FLINT_034, 471,  -765.0048, -2686.1196,    83.7727, 114.8460, 120, 112, 32,  ;
FLINT_035, 586, -1541.8570, -1342.7785,    50.5055,  14.3389, 122,   1, 32,  ;
FLINT_036, 586, -1029.8485,  -638.6541,    31.5279,  93.4599,   8,   1, 32,  ;
FLINT_037, 586, -1006.8740,  -674.1090,    31.5279, 275.2717,   8,   1, 32,  ;
FLINT_038, 400,  -983.5593,  -641.0239,    32.1002, 271.1476, 101,   1, 32,  ;
FLINT_039, 400, -1006.5242,  -623.0822,    32.1002,  90.1121, 101,   1, 32,  ;
FLINT_040, 483, -1030.8570,  -658.6420,    32.0000,  90.1085,   1,  31, 32,  ;
FLINT_041, 531,  -940.2722,  -498.2120,    25.9274, 256.5564,  51,  53, 32,  ;
FLINT_042, 531,  -918.0817,  -534.8812,    25.9174, 357.6101,  51,  53, 32,  ;
FLINT_043, 532, -1140.0839,  -991.7650,   130.1963,  86.3862,   0,   0, 32,  ;
FLINT_044, 532, -1164.6876, -1057.4521,   130.2021, 277.3219,   0,   0, 32,  ;
FLINT_045, 466, -1407.8011, -1165.6596,   103.0781, 151.5498,  78,  76, 32,  ;
FLINT_046, 531, -1444.6822, -1496.3507,   101.7241, 183.6463,  91,   2, 32,  ;
FLINT_047, 531, -1417.1289, -1534.5874,   101.7192, 184.5565,  91,   2, 32,  ;
