LSCOP_000, 596,  1554.5927, -1615.0943,    13.1075, 143.0000,   0,   1, 0,  ;
LSCOP_001, 596,  1560.2780, -1614.7254,    13.1064, 143.0000,   0,   1, 0,  ;
LSCOP_002, 596,  1565.3576, -1615.1208,    13.1006, 143.0000,   0,   1, 0,  ;
LSCOP_003, 596,  1570.3990, -1615.1420,    13.1035, 143.0000,   0,   1, 0,  ;
LSCOP_004, 596,  1575.5455, -1615.0766,    13.1050, 143.0000,   0,   1, 0,  ;
LSCOP_005, 427,  1600.4678, -1607.5684,    13.6005,  88.3196,   0,   1, 0,  ;
LSCOP_006, 427,  1599.9907, -1613.6184,    13.5958,  89.1377,   0,   1, 0,  ;
LSCOP_007, 427,  1600.0578, -1619.9816,    13.5980,  89.7129,   0,   1, 0,  ;
LSCOP_008, 427,  1599.8956, -1626.2254,    13.5964,  89.2147,   0,   1, 0,  ;
LSCOP_009, 596,  1602.4195, -1683.8864,     5.6118, 269.8652,   0,   1, 0,  ;
LSCOP_010, 596,  1591.4985, -1711.0421,     5.6128,   0.0436,   0,   1, 0,  ;
LSCOP_011, 596,  1602.2015, -1687.9943,     5.6107,  89.8453,   0,   1, 0,  ;
LSCOP_012, 596,  1602.0391, -1692.0045,     5.6110,  89.1947,   0,   1, 0,  ;
LSCOP_013, 596,  1595.4046, -1711.5936,     5.6115, 180.3377,   0,   1, 0,  ;
LSCOP_014, 523,  1582.1798, -1667.0844,     5.4650, 240.5348,   0,   0, 0,  ;
LSCOP_015, 523,  1582.3419, -1669.2539,     5.4650, 239.3728,   0,   0, 0,  ;
LSCOP_016, 523,  1582.1704, -1671.2071,     5.4657, 237.9855,   0,   0, 0,  ;
LSCOP_017, 523,  1582.1513, -1673.4630,     5.4651, 238.0086,   0,   0, 0,  ;
LSCOP_018, 574,  1526.7521, -1655.7895,     5.6157, 270.8941,  26,  26, 0,  ;
LSCOP_019, 574,  1526.7055, -1652.4664,     5.6157, 270.6263,  26,  26, 0,  ;
LSCOP_020, 574,  1526.5552, -1642.8455,     5.6157, 180.3993,  26,  26, 0,  ;
LSCOP_021, 574,  1530.7840, -1642.8045,     5.6157, 179.2185,  26,  26, 0,  ;
LSCOP_022, 416,  2033.1269, -1432.2742,    17.2845, 180.0169,   1,   3, 0,  ;
LSCOP_023, 416,  2016.3476, -1414.9769,    17.1411,  86.7151,   1,   3, 0,  ;
