TIERA_000, 487, -2227.7431,  2327.1259,     7.7581, 178.6620,  29,  42, 32,  ;
TIERA_001, 400, -2272.3713,  2285.2504,     4.9223, 270.0000, 120, 123, 32,  ;
TIERA_002, 400, -2251.1696,  2284.9853,     4.9106,  91.8943,  62,   1, 32,  ;
TIERA_003, 418, -2251.1718,  2290.9372,     4.9095, 270.3710, 108, 108, 32,  ;
TIERA_004, 587, -2272.0285,  2300.4328,     4.5462,  89.7395,  53,   1, 32,  ;
TIERA_005, 581, -2184.2810,  2418.5031,     4.6261, 225.5440,  36,   1, 32,  ;
TIERA_006, 484, -2227.5676,  2446.2382,     0.2238, 229.2436,  40,  26, 32,  ;
TIERA_007, 454, -2323.5996,  2492.2419,    -0.0163, 230.2642,  26,  26, 32,  ;
TIERA_008, 454, -2238.8278,  2533.3969,     0.0676, 228.0608,  26,  26, 32,  ;
TIERA_009, 454, -2235.0234,  2394.8408,     0.2048, 225.3403,  26,  26, 32,  ;
TIERA_010, 484, -2222.4343,  2399.7363,     0.3907,  47.6966,  50,  32, 32,  ;
TIERA_011, 484, -2211.9018,  2412.5371,     0.3222,  45.0241,  66,  36, 32,  ;
TIERA_012, 484, -2035.5737,  2337.9326,     0.3637,  93.8939,  66,  36, 32,  ;
TIERA_013, 460, -2044.7675,  2348.1140,     1.5707,  85.2721,  46,  23, 32,  ;
TIERA_014, 492, -2351.7927,  2438.0439,     7.5215, 326.6075,  81,  27, 32,  ;
TIERA_015, 484, -2319.6972,  2297.0566,     0.1447, 177.2915,  66,  36, 32,  ;
TIERA_016, 524, -2380.8869,  2370.3657,     4.4517, 109.2158,  83,  66, 32,  ;
TIERA_017, 525, -2451.8999,  2302.0273,     4.8565,  90.9254,   1,   1, 32,  ;
TIERA_018, 541, -2621.1914,  2250.5888,     8.0296, 183.8325, 123,   1, 32,  ;
TIERA_019, 541, -2616.7475,  2250.0974,     7.8063, 184.5471,  22,   1, 32,  ;
TIERA_020, 554, -2609.3669,  2251.1684,     8.2938, 182.2680,  12,  32, 32,  ;
TIERA_021, 446, -2597.6831,  2231.7883,    -0.5205, 262.0585,   1,  22, 32,  ;
TIERA_022, 581, -2632.2297,  2299.0673,     8.0274, 266.4472,  54,   1, 32,  ;
TIERA_023, 587, -2500.2226,  2326.0214,     4.6304, 267.2315,  95,   1, 32,  ;
TIERA_024, 409, -2492.2182,  2410.7954,    16.2327,  29.6429,   1,   1, 32,  ;
TIERA_025, 581, -2635.7233,  2423.7802,    13.5264, 165.2140,  36,   1, 32,  ;
TIERA_026, 419, -2472.6232,  2490.2595,    17.5855,   1.8417,  69,  76, 32,  ;
TIERA_027, 419, -2455.7502,  2489.7153,    16.0494,   2.9790,  87,  76, 32,  ;
TIERA_028, 400, -2471.6484,  2511.5083,    17.8419, 178.3648,  84, 110, 32,  ;
TIERA_029, 421, -2377.9494,  2410.4936,     8.1697, 324.3595,  52,  66, 32,  ;
TIERA_030, 493, -2417.5187,  2297.3801,    -0.1380, 265.4497,  36,  13, 32,  ;
TIERA_031, 493, -2417.7243,  2291.5913,    -0.2166, 266.5733,  36,  13, 32,  ;
TIERA_032, 493, -2418.0993,  2286.5983,     0.1419, 268.6933,  36,  13, 32,  ;
TIERA_033, 587, -2426.7016,  2346.5629,     5.0735, 282.6105,  40,  84, 32,  ;
TIERA_034, 587, -2446.9213,  2224.6203,     4.6071, 179.3379, 118,   1, 32,  ;
TIERA_035, 496, -2440.6040,  2224.3320,     4.5602, 179.5986,   0,   0, 32,  ;
TIERA_036, 480, -2470.7988,  2224.3967,     4.6180, 180.6732,  53,  53, 32,  ;
TIERA_037, 477, -2482.4892,  2224.7783,     4.5954, 179.0413,  75,   1, 32,  ;
TIERA_038, 530, -2509.7058,  2369.0825,     4.7508, 179.0874, 110,   1, 32,  ;
TIERA_039, 473, -1374.8508,  2116.4689,    40.4057, 319.3677,  56,  53, 32,  ;
TIERA_040, 473, -1366.9722,  2106.8796,    40.2918, 315.0820,  56,  53, 32,  ;
TIERA_041, 573, -1804.4702,  2045.1580,     9.6246, 294.1870,  91,  38, 32,  ;
TIERA_042, 468, -1824.8999,  2035.1219,     8.3037, 212.8330,  46,  46, 32,  ;
TIERA_043, 453, -1854.5021,  2098.8430,    -0.2038, 102.5432,  56,  56, 32,  ;
TIERA_044, 453, -1860.6494,  2115.2980,    -0.3291, 107.9941,  56,  56, 32,  ;
TIERA_045, 453, -1869.9405,  2128.6623,    -0.2784, 113.4105,  56,  56, 32,  ;
TIERA_046, 444, -1871.3125,  2166.4582,     4.9119, 130.7895,  32,  42, 32,  ;
TIERA_047, 444, -1877.4138,  2173.9582,     4.4635, 128.7792,  32,  66, 32,  ;
TIERA_048, 445, -1940.1118,  2393.2587,    49.3671, 291.4924,  39,  39, 32,  ;
TIERA_049, 482, -1934.0543,  2377.3718,    49.6189, 290.8992,  34,  34, 32,  ;
TIERA_050, 482,  -865.7495,  1541.4736,    22.7940,  89.7060, 109,   1, 32,  ;
TIERA_051, 602,  -865.9514,  1547.8239,    23.0657, 268.7398,  75,  77, 32,  ;
TIERA_052, 602,  -866.0584,  1563.5151,    24.3647, 269.9844,  32,   1, 32,  ;
TIERA_053, 420,  -866.0000,  1557.1431,    23.8369, 269.2510,   6,   1, 32,  ;
TIERA_054, 400,  -904.0692,  1546.9365,    26.0011, 270.6434,  36,   1, 32,  ;
TIERA_055, 400,  -880.8665,  1518.9014,    26.0063,  84.4363, 113,   1, 32,  ;
TIERA_056, 552,  -837.0482,  1528.4155,    21.4272, 356.9085,  56,  56, 32,  ;
TIERA_057, 428,  -836.9630,  1518.5032,    20.9587, 356.9584,   4,  75, 32,  ;
TIERA_058, 522,  -855.4826,  1529.1182,    22.1490, 175.2427,   7,  79, 32,  ;
TIERA_059, 522,  -854.3848,  1528.8516,    21.8309, 177.4947,  36, 105, 32,  ;
TIERA_060, 508,  -763.8516,  1643.9420,    27.8381, 359.3427,   1,   1, 32,  ;
TIERA_061, 508,  -759.1082,  1643.9676,    27.7560, 357.9964,   1,   1, 32,  ;
TIERA_062, 508,  -753.8820,  1643.4702,    27.6587, 357.3247,   1,   1, 32,  ;
TIERA_063, 508,  -779.0374,  1557.9279,    27.1835, 359.2579,  20, 117, 32,  ;
TIERA_064, 495,  -771.3682,  1431.5581,    14.1421,  91.6765, 116, 115, 32,  ;
TIERA_065, 495,  -771.4456,  1436.7624,    14.1394,  89.8264,   5,   6, 32,  ;
TIERA_066, 554,  -772.0689,  1443.1457,    13.8807,  91.3203,  12,  32, 32,  ;
TIERA_067, 554,  -771.5673,  1486.2036,    24.4291,  89.6568,  45,  32, 32,  ;
TIERA_068, 508,  -720.9415,  1438.1918,    18.8516, 358.8136,   1,   1, 32,  ;
TIERA_069, 483,  -685.9805,  1444.2805,    17.2556, 358.8250,   1,   5, 32,  ;
TIERA_070, 452,  -859.7169,  1383.5662,    -0.4431, 255.0146,   1,  35, 32,  ;
TIERA_071, 525,  -967.3430,  1322.6412,    39.9578, 290.9067,  52,  54, 32,  ;
TIERA_072, 525, -1202.8786,  1677.6721,    20.1641,  63.4199,  52,  54, 32,  ;
TIERA_073, 525, -1492.0198,  1877.8155,    32.5073,   3.4296,  52,  54, 32,  ;
TIERA_074, 554, -1485.6687,  1877.9528,    32.7206,   2.7032,  53,  32, 32,  ;
TIERA_075, 522, -1460.4990,  1871.0664,    32.2060,   3.0443,  36, 105, 32,  ;
TIERA_076, 522, -1459.1002,  1871.1022,    32.1945,   6.0306,  51, 118, 32,  ;
TIERA_077, 522, -1457.7523,  1871.1092,    32.1941,   8.4307,   3,   8, 32,  ;
TIERA_078, 420, -1450.4544,  1870.4368,    32.4110,   2.9921,   6,   1, 32,  ;
TIERA_079, 525, -1766.5352,  1882.8725,    17.5407, 198.3128,   1,   1, 32,  ;
TIERA_080, 525,  -837.5615,   813.0667,    18.5289, 199.0021,   1,   1, 32,  ;
TIERA_081, 421,  -680.4998,   948.1251,    12.0151,  36.5625,  36,   1, 32,  ;
TIERA_082, 444,  -669.6080,   945.8577,    12.5040,  89.2779,  32,  36, 32,  ;
TIERA_083, 444,  -669.8880,   950.3906,    12.5040,  92.0677,  32,  53, 32,  ;
TIERA_084, 444,  -669.9730,   955.0540,    12.5040,  91.0208,  32,  14, 32,  ;
TIERA_085, 545,  -710.5756,   939.2570,    12.2112, 182.5872,  53,  53, 32,  ;
TIERA_086, 572,  -666.9448,   962.4420,    11.7128, 180.1996, 116,   1, 32,  ;
