LSOUT_000, 413,   327.8442, -1809.2729,     4.5732, 359.3341,  91,   1, 32,  ;
LSOUT_001, 439,   311.7233, -1809.8576,     4.3551, 179.9754,  54,  38, 32,  ;
LSOUT_002, 496,   334.3875, -1788.6018,     4.7803, 358.1174,  41,  41, 32,  ;
LSOUT_003, 414,   383.4588, -1740.6958,     8.8570, 358.6929,  28,   1, 32,  ;
LSOUT_004, 467,   740.4370, -1793.5476,    12.9180, 349.2087,  58,   8, 32,  ;
LSOUT_005, 473,   823.7593, -2066.2685,    -0.1017, 112.6380,  56,  53, 32,  ;
LSOUT_006, 467,   892.0507, -1797.3350,    13.4069, 175.4098,  60,   1, 32,  ;
LSOUT_007, 467,   944.9135, -1813.5589,    13.0145, 350.0614,  68,   8, 32,  ;
LSOUT_008, 491,  1096.8945, -1878.8029,    13.3030, 178.1535,  71,  72, 32,  ;
LSOUT_009, 496,  1206.2453, -1879.0792,    13.3340,  88.5189,  77,  26, 32,  ;
LSOUT_010, 541,   288.7143, -1158.0404,    80.5348, 221.9676,   0,   6, 32,  ;
LSOUT_011, 589,   346.9617, -1197.2282,    76.2874,  25.8040,  70, 100, 32,  ;
LSOUT_012, 411,   407.0924, -1151.5202,    76.6353, 148.1414, 130, 130, 32,  ;
LSOUT_013, 562,   481.5187, -1089.5427,    82.1051, 359.1924,   0,   3, 32,  ;
LSOUT_014, 426,   565.9165, -1067.1945,    73.1332,  35.3833,  42,  42, 32,  ;
LSOUT_015, 451,   228.7167, -1398.7766,    51.2916,  51.4378, 131,  74, 32,  ;
LSOUT_016, 429,   133.9096, -1492.1662,    18.5958,  57.1214, 119,   1, 32,  ;
LSOUT_017, 562,   150.7156, -1473.8825,    24.9242,   5.9388, 111, 118, 32,  ;
LSOUT_018, 411,   166.3856, -1340.8577,    69.4391, 190.4770, 128,  51, 32,  ;
LSOUT_019, 603,   172.0261, -1341.3417,    69.5661, 168.2207,  44,  40, 32,  ;
LSOUT_020, 429,   248.8977, -1355.4116,    52.8828, 279.1666,  53,  53, 32,  ;
LSOUT_021, 451,   251.6047, -1359.8791,    52.7134, 300.5451,  17, 117, 32,  ;
LSOUT_022, 562,   299.8024, -1331.8171,    53.2743,  72.7621,  44,  80, 32,  ;
LSOUT_023, 405,   406.4772, -1264.2564,    50.2499,  24.0160,  24,   1, 32,  ;
LSOUT_024, 535,   423.6223, -1266.3209,    51.3450,  21.9437,  54,  77, 32,  ;
LSOUT_025, 477,   261.5546, -1220.3823,    74.6477, 183.4546,  99, 100, 32,  ;
